AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,meanRR,meanRG,meanRB,StdDevRR,StdDevRG,StdDevRB,skewRR,skewRG,skewRB,kurtosisRR,kurtosisRG,kurtosisRB,entropyRR,entropyRG,entropyRB,meanH,meanS,meanV,StdDevH,StdDevS,StdDevV,skewH,skewS,skewV,kurtosisH,kurtosisS,kurtosisV,entropyH,entropyS,entropyV,meanL,meanA,meanB,StdDevL,StdDevA,StdDevB,skewL,skewA,skewB,kurtosisL,kurtosisA,kurtosisB,entropyL,entropyA,entropyB,meanY,meanCb,meanCr,StdDevY,StdDevCb,StdDevCr,skewY,skewCb,skewCr,kurtosisY,kurtosisCb,kurtosisCr,entropyY,entropyCb,entropyCr,meanXX,meanYY,meanZZ,StdDevXX,StdDevYY,StdDevZZ,skewXX,skewYY,skewZZ,kurtosisXX,kurtosisYY,kurtosisZZ,entropyXX,entropyYY,entropyZZ,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,ALLdaub4H,ALLdaub4S,ALLdaub4V,ALLdaub4L,ALLdaub4a,ALLdaub4b,ALLdaub4Y,ALLdaub4Cb,ALLdaub4Cr,ALLdaub4XX,ALLdaub4YY,ALLdaub4ZZ,CLASS
6066,288.407,108.2814,72.093,0.7461,87.8833,0.979,6196,0.717,1.502,0.9164,0.8116,0.0179,0.0119,0.6587,0.9894,208.4473,209.7242,231.5745,16.3596,16.4044,17.8563,-1.5129,-1.6646,-2.3318,9.5374,10.1105,12.1087,-2836811776,-2874790400,-3569052928,0.6578,0.1005,0.9081,0.0204,0.0238,0.07,-16.3489,-0.8583,-2.3314,537.03,3.3347,12.1074,2194.6284,287.5912,884.6378,215.3701,130.7832,116.9171,15.202,1.0978,2.9053,-1.8627,-0.3593,0.7403,11.0935,2.4028,2.9623,-3042335744,-1011395648,-790281280,197.9266,137.6626,125.8485,14.1228,2.4473,0.8964,-1.7493,-0.88,0.2191,10.3459,3.3584,3.5854,-2529491200,-1132744320,-929096704,0.6418,0.6581,0.8599,0.1019,0.1057,0.1329,-0.9094,-0.7974,-1.446,6.384,6.2822,7.2012,2091.22,2059.8958,1084.9628,104.2575,104.8953,115.8094,0.3289,0.0502,0.4542,107.7149,65.3893,58.466,98.9912,68.8252,62.9253,0.3211,0.3293,0.4302,Karacadag
5377,308.925,137.3775,50.9025,0.9288,82.7418,0.9773,5502,0.5605,2.6988,0.708,0.6023,0.0255,0.0095,0.3628,0.979,219.6455,217.6874,230.1475,12.2562,12.274,11.9493,-1.1965,-1.0563,-2.3038,14.0802,13.4546,18.8851,-2808561152,-2754362112,-3108568064,0.6937,0.0542,0.9025,0.0292,0.0124,0.0469,-14.6683,-1.5733,-2.3022,381.2698,7.1345,18.8842,1885.1465,94.8309,866.3349,222.7508,130.552,122.1283,11.1695,0.7372,1.4008,-1.3807,-1.227,1.3689,15.2368,4.0935,6.9011,-2893849856,-892980480,-770864000,204.6915,133.0134,128.0082,10.4581,1.248,0.0901,-1.2705,-1.2153,10.9179,14.285,6.5183,120.1992,-2405742080,-930592384,-855017472,0.6901,0.7119,0.8536,0.082,0.0863,0.0942,-0.208,-0.0382,-0.9593,8.8721,8.5959,10.4549,1819.556,1760.2814,1117.2018,109.8323,108.8537,115.075,0.3473,0.0271,0.4513,111.3844,65.272,61.0688,102.3519,66.5023,64.0048,0.3451,0.356,0.4268,Jasmine
5433,369.782,172.5914,40.4334,0.9722,83.1716,0.9678,5614,0.3575,4.2685,0.4993,0.4819,0.0318,0.0074,0.2322,0.9913,224.2645,222.1132,232.041,16.7545,17.0147,16.1327,-1.2372,-1.0812,-2.072,7.6834,7.0509,11.214,-2979088896,-2918078208,-3206255616,0.6736,0.0454,0.9114,0.1667,0.0254,0.0624,-2.801,0.1659,-2.1089,11.0732,2.2645,11.5787,1714.4662,80.6047,779.9428,226.5726,130.1132,123.4127,15.3197,1.2993,3.293,-1.3112,0.0349,0.2324,8.1038,2.2381,2.7109,-3042595328,-895685824,-797698816,208.2557,132.0399,128.3319,14.3352,2.9321,0.5391,-1.2599,-0.2313,1.4627,7.7762,2.7086,4.7951,-2531158528,-925669760,-868768192,0.7212,0.7464,0.8751,0.1121,0.1195,0.126,-0.6328,-0.4935,-1.1891,5.1803,4.772,6.8115,1693.2098,1589.1371,887.1147,112.0655,110.9895,115.948,0.3367,0.0227,0.4554,113.2265,65.0562,61.7092,104.0687,66.0171,64.1662,0.3602,0.3728,0.437,Basmati
6632,307.395,120.1093,70.6342,0.8088,91.8919,0.9854,6730,0.7206,1.7004,0.882,0.7651,0.0181,0.0107,0.5853,0.9953,197.6591,194.6158,219.5345,15.9253,15.7634,18.4112,-1.3678,-1.2272,-1.7029,9.1383,8.7752,9.2127,-2762237440,-2670234624,-3477335552,0.6862,0.1129,0.8609,0.0078,0.0244,0.0722,-0.0778,-0.986,-1.7029,25.8417,3.0867,9.2127,2351.0623,374.6187,1382.6188,202.5977,132.6211,115.9953,14.8694,1.217,2.8079,-1.4734,-1.0874,1.066,9.6996,3.8517,3.2265,-2911450624,-1140338560,-849001792,186.3738,138.2937,127.4208,13.7762,2.4042,0.4947,-1.3539,-1.0883,0.3319,9.0495,3.4491,1.1402,-2425408256,-1250957952,-1043954048,0.5601,0.5649,0.7602,0.0943,0.0956,0.1301,-0.4996,-0.3773,-0.8116,5.935,5.9101,5.781,2308.6555,2309.313,1841.0056,98.7757,97.2551,109.7102,0.3431,0.0564,0.4302,101.2481,66.3105,57.9984,93.1423,69.1448,63.7108,0.2798,0.2821,0.3797,Karacadag
7955,451.12,220.5724,46.7468,0.9773,100.641,0.9739,8168,0.3555,4.7185,0.4912,0.4563,0.0277,0.0059,0.2082,0.9823,216.9637,221.0287,239.6994,18.7488,18.4764,14.9469,-0.4327,-0.6067,-3.2206,4.6982,5.278,19.0608,-4067451904,-4233238016,-5033368576,0.6299,0.0954,0.94,0.0424,0.0438,0.0586,-4.1557,-0.3473,-3.22,55.9003,1.9394,19.0595,2891.7561,369.4097,795.123,224.8698,129.3241,118.2249,16.4893,1.541,4.8867,-0.7986,0.0983,0.3601,6.1663,2.1902,1.9534,-4386663936,-1294056576,-1063694144,206.605,136.7356,124.7672,15.3578,4.2534,1.3405,-0.7629,-0.408,0.5157,5.946,1.9986,3.1549,-3645851392,-1464785792,-1195540992,0.7082,0.7348,0.9311,0.1191,0.13,0.1188,-0.2633,-0.1156,-1.9376,3.9701,3.551,10.3085,2498.5696,2331.8242,687.3777,108.4995,110.532,119.8614,0.315,0.0477,0.4701,112.4509,64.6604,59.1155,103.3172,68.3647,62.3815,0.3542,0.3675,0.4656,Basmati
6152,296.668,118.4235,66.8953,0.8252,88.5041,0.9837,6254,0.7848,1.7703,0.8784,0.7474,0.0192,0.0109,0.5585,0.9888,223.0847,223.7225,235.7225,26.1846,26.5424,22.4278,-0.7764,-0.7404,-1.5263,3.3142,3.2253,5.9345,-3369178368,-3391528448,-3777423616,0.6099,0.0593,0.9257,0.1135,0.0363,0.0871,-2.4442,-0.1919,-1.5255,9.1281,1.7171,5.954,2134.0413,145.5202,686.5795,227.4787,129.551,121.9316,23.8217,1.6709,4.5115,-0.853,-0.0448,0.4256,3.616,2.0587,2.3237,-3503475456,-1004668736,-880263744,209.1733,133.3508,126.7456,22.2115,3.9631,0.8539,-0.8254,-0.4365,-0.0008,3.4653,2.288,2.4899,-2917785088,-1071794688,-957148032,0.735,0.764,0.9106,0.1725,0.1861,0.1813,-0.5257,-0.4415,-0.9908,2.4184,2.2773,3.4721,1630.0261,1429.9198,419.6796,111.4994,111.8167,117.8197,0.3048,0.0297,0.4627,113.6985,64.7779,60.966,104.5488,66.6754,63.3737,0.3672,0.3817,0.455,Karacadag
14645,474.384,198.9627,94.3897,0.8803,136.5525,0.9875,14830,0.8202,2.1079,0.8178,0.6863,0.0136,0.0064,0.471,0.9929,244.0191,245.2065,240.2917,8.8662,8.7069,9.207,-4.387,-5.0126,-3.9181,38.162,44.0999,31.8829,-9603622912,-9705136128,-9288151040,0.2039,0.0203,0.9618,0.0737,0.0163,0.034,0.4496,4.1153,-4.9819,16.1527,26.8947,43.8927,1966.936,61.4581,1006.9456,245.9054,127.1269,130.1198,7.8754,0.5339,1.9089,-5.0985,-0.9366,4.0229,45.7372,9.7176,25.2859,-9762711552,-2293585920,-2415017216,225.8683,126.0226,127.6402,7.5003,1.6983,0.7213,-4.8159,-4.2128,2.003,42.2354,27.43,11.6848,-8110198272,-2250333952,-2314107904,0.8597,0.9115,0.9589,0.0626,0.0658,0.0739,-3.4146,-3.6008,-2.9098,26.4963,27.8788,21.7257,3129.6453,2090.1091,910.7419,122.0075,122.6006,120.1409,0.1021,0.0102,0.4809,122.9511,63.5633,65.0615,112.932,63.01,63.8204,0.4298,0.4557,0.4794,Ipsala
14465,490.705,204.1401,91.6339,0.8936,135.7108,0.9737,14856,0.5988,2.2278,0.7549,0.6648,0.0141,0.0063,0.4419,0.9846,245.9108,246.8897,245.4674,14.2176,13.5247,14.2325,-2.6268,-3.0376,-2.5861,13.433,16.655,13.5708,-9671350272,-9751315456,-9633588224,0.137,0.0075,0.9682,0.1731,0.0106,0.053,0.7989,1.4204,-3.0383,2.0985,4.5678,16.6513,1382.1648,18.0548,761.3559,247.5063,127.5173,128.52,12.3532,0.7509,1.0494,-3.0272,-1.6084,2.4159,16.7822,5.4865,9.0219,-9798268928,-2280823552,-2320674048,227.6523,127.5234,127.6234,11.8453,0.938,0.7168,-2.8656,-2.3991,-1.6548,15.3471,9.5491,5.7535,-8165907456,-2281121536,-2285001216,0.8817,0.9307,1.0049,0.1018,0.1053,0.1186,-2.1486,-2.2692,-2.0045,9.4269,10.1671,8.7618,2448.6592,1372.5059,-718.4845,122.9995,123.4896,122.7787,0.0684,0.0038,0.4843,123.7952,63.7577,64.2594,113.8653,63.762,63.8112,0.4411,0.4657,0.5028,Ipsala
7244,428.613,206.2326,45.5354,0.9753,96.0383,0.9735,7441,0.3423,4.5291,0.4955,0.4657,0.0285,0.0063,0.2169,0.9822,222.2695,220.3958,236.1398,15.6916,15.9294,14.9067,-1.1079,-0.9118,-2.5955,8.1015,7.2961,14.332,-3892412416,-3822251776,-4436824064,0.6841,0.0669,0.926,0.0531,0.0251,0.0585,-9.9204,-0.7644,-2.5942,131.5807,2.7847,14.3298,2544.168,187.7458,887.177,225.3299,130.9409,120.4036,14.3315,1.3015,2.8526,-1.1932,-0.7334,0.913,8.5124,2.4757,3.0134,-4005699328,-1211064448,-1006979328,207.2972,134.6633,127.5972,13.4202,2.5497,0.5065,-1.1662,-0.9399,-0.2109,8.2186,2.8721,1.4975,-3338694912,-1288701184,-1143775744,0.7157,0.7358,0.9034,0.105,0.112,0.1176,-0.5592,-0.3407,-1.5925,5.5688,5.0551,8.5678,2302.5247,2195.1909,937.7087,111.1531,110.2187,118.0873,0.3421,0.0334,0.4631,112.685,65.4681,60.203,103.6657,67.3312,63.798,0.358,0.368,0.4518,Basmati
5194,314.026,140.9167,47.7272,0.9409,81.3216,0.9717,5345,0.675,2.9525,0.6619,0.5771,0.0271,0.0092,0.333,0.9833,201.9301,201.7307,210.728,12.4362,12.4567,12.9141,-2.1397,-2.1718,-2.4245,15.3742,15.3007,16.1788,-2259178496,-2254354176,-2479945984,0.6662,0.0431,0.8264,0.0498,0.0113,0.0506,-11.922,-0.4891,-2.4249,159.8787,4.2397,16.18,1855.821,63.0221,1319.4087,207.634,129.0772,123.5146,11.6261,0.6169,1.259,-2.3822,0.8621,0.6094,16.7154,5.2559,4.1489,-2399134208,-841234368,-763390656,190.1714,131.7335,127.2185,10.7244,1.1118,0.4137,-2.1958,-0.396,1.3705,15.4356,3.7552,2.9043,-1979564672,-879942784,-814729920,0.5743,0.5968,0.7026,0.0727,0.0758,0.0881,-1.0888,-1.0547,-1.2963,9.9278,9.8332,10.1546,1851.7355,1854.6837,1723.0977,100.8892,100.7893,105.288,0.3331,0.0216,0.4129,103.7462,64.5385,61.7572,95.0196,65.8673,63.6091,0.2867,0.2979,0.3508,Jasmine
8099,430.032,199.3588,54.0328,0.9626,101.5479,0.9474,8549,0.5091,3.6896,0.5504,0.5094,0.0246,0.0067,0.2595,0.9573,220.1136,221.4259,242.6498,19.5086,19.4672,15.3826,-0.49,-0.5354,-3.9801,4.8482,5.0412,23.1949,-4275669760,-4330865664,-5263909888,0.6516,0.0941,0.9516,0.0549,0.0506,0.0603,-4.2627,-0.3363,-3.9803,51.7398,1.6884,23.2021,2902.0459,379.5401,647.9849,225.8992,130.615,117.3135,17.2457,1.9602,6.1129,-0.7928,-0.2073,0.3385,6.1613,1.9406,1.698,-4513419776,-1346807168,-1065995392,207.8753,137.4734,125.7592,16.0076,5.3806,1.2716,-0.7924,-0.3412,0.2693,6.0804,1.7127,2.2931,-3763867904,-1510194432,-1238622976,0.7237,0.7443,0.9555,0.1238,0.1367,0.119,-0.3234,-0.0928,-2.6917,4.1193,3.4391,13.9709,2458.7461,2290.866,371.5946,110.0466,110.7003,121.3058,0.3258,0.047,0.4757,112.9367,65.3066,58.6612,103.9275,68.7333,62.881,0.3618,0.3721,0.4776,Basmati
6561,301.01,117.9,71.305,0.7964,91.3987,0.9875,6644,0.7578,1.6535,0.91,0.7752,0.018,0.0109,0.601,0.9937,184.8288,183.3685,202.1495,13.7488,13.7759,16.4648,-2.1322,-2.0131,-1.8471,12.9148,12.4459,10.7308,-2356229120,-2315955968,-2870826496,0.6801,0.0922,0.7927,0.009,0.0241,0.0646,-0.6016,-0.8224,-1.8467,5.2898,3.0108,10.7293,2338.6702,273.4959,1849.0605,191.4287,131.2811,118.6967,13.2178,0.9879,2.7609,-2.2224,-0.9807,0.646,13.5484,3.428,2.7984,-2542012160,-1103111424,-883694976,175.6843,135.9502,127.0977,12.0119,2.3657,0.5221,-2.06,-0.7372,0.0093,12.5547,3.1235,3.9979,-2105897216,-1191831424,-1027010432,0.4805,0.4898,0.6342,0.0734,0.0745,0.1038,-1.0243,-0.99,-0.8831,7.6787,7.6832,6.8099,2171.2522,2194.6047,2265.4558,92.424,91.6937,101.0898,0.3401,0.0462,0.3964,95.7248,65.6425,59.3448,87.8514,67.9765,63.5487,0.2403,0.245,0.3172,Karacadag
13044,457.373,186.1192,90.4557,0.874,128.8726,0.9794,13318,0.7462,2.0576,0.7836,0.6924,0.0143,0.0069,0.4794,0.9865,225.9399,225.5299,220.589,11.9189,11.6623,11.7485,-2.4721,-2.6396,-2.2013,15.9916,17.2505,15.2307,-7243977728,-7214293504,-6874898432,0.1862,0.0252,0.8873,0.1413,0.0189,0.0464,4.3609,1.5044,-2.5042,22.3068,4.8286,16.2246,1286.6222,78.8936,2381.593,228.5802,127.6184,130.4613,10.6642,0.6681,1.9812,-2.7709,-0.188,1.4244,18.2416,4.0066,4.7273,-7424464384,-2060339968,-2163516160,209.3183,125.7624,128.6233,10.0027,1.7155,0.8716,-2.5988,-1.4495,1.6149,17.1071,4.9439,5.8414,-6125898752,-1995218176,-2096351488,0.717,0.7579,0.7924,0.0772,0.0813,0.0874,-1.5984,-1.6511,-1.3008,11.4855,11.6597,10.7669,4291.7153,3955.333,3571.3066,112.9562,112.7512,110.2812,0.0932,0.0126,0.4436,114.278,63.8097,65.2302,104.6475,62.8811,64.3114,0.3584,0.3789,0.3961,Ipsala
14343,476.108,192.2584,96.9621,0.8635,135.1372,0.9699,14788,0.6339,1.9828,0.7951,0.7029,0.0134,0.0068,0.4941,0.9796,235.3021,235.1277,230.6039,10.7551,10.5808,10.6408,-2.6623,-2.8145,-2.1754,19.5117,20.8511,17.5663,-8696229888,-8681458688,-8322041856,0.1671,0.0215,0.9242,0.1098,0.0099,0.0418,5.0952,0.858,-2.7852,35.9298,7.4287,20.359,1334.3611,57.4693,1863.1155,237.1238,127.5933,130.2233,9.6155,0.5388,1.1532,-2.9129,-0.2028,0.8479,21.8244,2.1534,5.8917,-8838908928,-2264508928,-2368937984,217.542,126.053,128.5378,9.1245,0.95,0.5664,-2.7143,-1.0869,0.5286,20.1836,7.7851,2.7638,-7323210752,-2204742912,-2301659392,0.7871,0.832,0.8744,0.0748,0.0786,0.0851,-1.6368,-1.7244,-1.2383,12.5149,12.9186,11.3076,4062.2129,3430.7539,2670.49,117.6321,117.5439,115.2834,0.0838,0.0108,0.462,118.5443,63.7976,65.1115,108.7541,63.0272,64.2693,0.3934,0.4158,0.4371,Ipsala
5861,335.588,150.0091,50.917,0.9406,86.3855,0.9715,6033,0.5294,2.9462,0.654,0.5759,0.0256,0.0087,0.3316,0.977,211.7207,212.2588,224.0536,15.3283,15.2734,16.0309,-1.8283,-1.8786,-2.2177,10.5653,10.8105,11.6868,-2832647168,-2848180224,-3205235200,0.6592,0.0563,0.8786,0.0374,0.0112,0.0629,-12.1787,-0.5352,-2.2173,215.552,6.1527,11.6854,2110.6292,108.9369,1110.0416,217.2187,129.5238,122.0217,14.1529,0.7472,1.2138,-2.0364,-0.2641,1.0235,11.601,3.0204,7.0967,-2992165632,-956535872,-838596416,199.3237,133.1988,126.7576,13.1764,1.1257,0.7048,-1.9169,-0.9056,0.1225,10.8802,6.2708,2.5597,-2479655168,-1017454784,-912045568,0.6462,0.6706,0.8061,0.0955,0.0994,0.1174,-1.0724,-1.0245,-1.3555,7.2513,7.2168,7.6751,2030.9563,1986.8413,1447.6906,105.9127,106.1784,112.0851,0.3295,0.0282,0.4395,108.6579,64.7645,61.0075,99.7059,66.6037,63.3795,0.3234,0.3356,0.4034,Jasmine
12803,461.814,200.4863,81.5543,0.9135,127.6765,0.9851,12996,0.7724,2.4583,0.7544,0.6368,0.0157,0.0064,0.4056,0.997,241.8372,244.6672,242.7745,10.8884,10.9113,10.8204,-4.7514,-5.3461,-5.1494,35.3195,39.6902,38.1047,-8240053760,-8451466752,-8309457920,0.3194,0.0135,0.9595,0.1663,0.0076,0.0428,-0.9546,-0.3158,-5.3475,2.4996,3.1555,39.6754,2920.1699,24.5807,910.7224,245.1242,127.0209,128.4828,9.891,0.671,0.791,-5.3899,-0.3361,2.2077,40.8914,3.1982,9.4692,-8482131968,-2001443328,-2052646016,225.1766,127.5414,126.7116,9.321,0.7139,0.8607,-5.1875,-1.8639,0.5964,38.5833,7.8372,1.6283,-7048168960,-2019592320,-1990755840,0.855,0.9067,0.9784,0.0742,0.0783,0.0846,-4.1161,-4.2813,-4.2111,27.2093,28.223,27.6435,2762.6338,1864.4083,290.9515,120.8867,122.3015,121.3549,0.1596,0.0068,0.4796,122.5331,63.5103,64.2413,112.5598,63.7706,63.3555,0.4273,0.4531,0.4889,Ipsala
6684,312.374,125.559,67.9627,0.8408,92.2515,0.9816,6809,0.686,1.8475,0.8608,0.7347,0.0188,0.0102,0.5398,0.9973,209.9426,209.8018,211.746,17.8972,18.0608,17.0549,-1.7341,-1.719,-1.9005,6.9452,6.8302,7.9725,-3179469312,-3175381504,-3236305664,0.405,0.0118,0.8312,0.3177,0.0124,0.0668,-0.3644,1.1128,-1.9221,1.199,3.5639,8.0719,1445.3663,13.8865,1632.6554,214.5127,128.2231,127.0663,16.6323,0.4587,1.3247,-1.8179,1.5185,-0.8054,7.4189,4.8542,3.4759,-3327493888,-1066805824,-1045818944,196.4303,128.8239,127.9258,15.3655,1.147,0.2621,-1.7425,0.6063,-3.2491,6.9774,3.7652,11.5565,-2744835328,-1077958016,-1061345152,0.6205,0.6511,0.7199,0.1064,0.1129,0.1184,-1.2907,-1.2713,-1.3788,4.6964,4.5959,5.1508,2314.9307,2264.3257,2074.5566,104.938,104.867,105.8409,0.2026,0.0059,0.4155,107.2239,64.1117,63.5325,98.1842,64.4125,63.9631,0.3101,0.3254,0.3597,Arborio
6890,334.555,137.5772,64.917,0.8817,93.6623,0.9678,7119,0.6139,2.1193,0.7736,0.6808,0.02,0.0094,0.4635,0.9823,208.9601,207.0379,219.2218,14.8909,14.8592,15.0611,-0.5047,-0.4743,-0.7196,5.3427,5.2093,6.128,-3235196416,-3170758144,-3591012864,0.6927,0.0557,0.8597,0.0149,0.0109,0.0591,-43.3235,-0.4356,-0.7202,2018.3152,4.863,6.1287,2425.6902,125.8184,1475.7688,212.9935,130.4562,122.2864,13.6525,0.7157,1.1158,-0.5888,-0.6298,0.5017,5.7037,2.7908,4.8968,-3369156352,-1142396928,-990534144,195.494,132.9406,128.0004,12.7868,1.0146,0.0209,-0.5091,-0.9134,47.8864,5.338,5.8854,2294.293,-2793554432,-1190962304,-1095458560,0.6187,0.6379,0.7668,0.096,0.0999,0.1155,-0.0197,0.008,-0.1403,3.775,3.7254,3.9811,2404.2305,2377.5701,1927.4697,104.4504,103.4888,109.5812,0.3463,0.0279,0.4297,106.4699,65.2285,61.144,97.7195,66.4708,64.0001,0.3092,0.3188,0.3832,Arborio
6360,294.966,113.1631,72.0432,0.7712,89.9878,0.9868,6445,0.7047,1.5708,0.9186,0.7952,0.0178,0.0113,0.6323,0.9933,200.0815,199.6049,221.4475,17.7448,18.0703,19.9393,-0.8522,-0.7605,-1.1123,6.3573,6.1459,6.9604,-2725293312,-2712249600,-3403199232,0.6608,0.1003,0.8687,0.0621,0.0257,0.0778,-6.2466,-1.1553,-1.1123,43.7465,4.3926,7.017,2259.7385,302.269,1249.0863,206.4193,131.4255,117.156,16.7439,1.3516,3.4038,-0.9552,-1.5603,1.3633,6.9337,5.6097,5.5824,-2912980224,-1071981184,-832578880,189.6775,137.4149,126.4627,15.4989,2.9475,0.6508,-0.8535,-1.4368,0.7647,6.4183,5.8665,2.9419,-2420966144,-1183165312,-984618496,0.5818,0.5935,0.7791,0.1099,0.1136,0.1475,-0.1793,-0.1049,-0.3427,3.9514,3.8921,3.9962,2188.8362,2180.282,1591.4578,99.983,99.7459,110.655,0.3304,0.0501,0.4341,103.1524,65.7117,58.5846,94.788,68.7029,63.2324,0.2907,0.2965,0.3892,Karacadag
13365,462.071,190.9504,90.6284,0.8802,130.4486,0.9847,13573,0.6608,2.107,0.7866,0.6832,0.0143,0.0068,0.4667,0.9833,245.2549,247.9471,243.833,9.2431,8.9716,8.6447,-4.6335,-5.8235,-5.3188,37.8347,49.374,46.2329,-8862488576,-9074793472,-8748957696,0.2521,0.018,0.9724,0.1199,0.0089,0.0351,-0.2757,-0.3842,-5.8147,4.5511,3.4895,49.1692,2353.061,40.3428,661.7897,248.0263,126.7374,129.5079,8.1156,0.7823,1.0643,-5.7838,0.4305,0.7452,50.0787,1.9812,3.8003,-9078408192,-2079054592,-2180722176,227.8781,126.5436,126.9378,7.6759,0.9911,0.8206,-5.5423,-0.6894,0.1331,46.8909,4.1556,1.543,-7546250240,-2072106752,-2086324352,0.8777,0.9326,0.9897,0.0638,0.067,0.0701,-4.1974,-4.5198,-4.2407,30.6669,33.1409,32.2501,2550.2227,1464.9751,90.1432,122.5906,123.936,121.882,0.1262,0.009,0.486,123.9795,63.3693,64.7527,113.9082,63.2728,63.469,0.4386,0.466,0.4946,Ipsala
8433,459.174,220.7029,49.8079,0.9742,103.6206,0.9631,8756,0.6237,4.4311,0.5026,0.4695,0.0262,0.0059,0.2204,0.9768,220.5966,227.5694,225.5535,15.8173,16.1288,14.7966,-1.6682,-1.9429,-2.7501,10.6299,11.5519,16.7648,-4457936384,-4770796032,-4674677248,0.4442,0.0392,0.8973,0.1146,0.0116,0.0615,-0.5871,-0.3034,-2.2725,2.6671,3.198,13.4564,2563.4924,88.0994,1386.6566,229.0213,125.4195,128.0275,14.5348,1.2713,2.5996,-2.1145,-0.1059,0.3494,12.8245,2.7051,2.4486,-4831468032,-1282028672,-1342133888,209.4607,128.1808,124.9523,13.5417,2.4123,1.1141,-1.9908,-0.3068,0.466,12.0433,2.5181,2.2735,-3975843072,-1345579520,-1271473280,0.715,0.7658,0.8308,0.1024,0.1113,0.1102,-1.0782,-1.0517,-1.6245,7.2411,6.8986,10.039,2698.553,2395.7622,1907.4221,110.3259,113.8097,112.7971,0.2219,0.0196,0.4487,114.5336,62.7097,64.0181,104.7508,64.087,62.4784,0.3576,0.3831,0.4155,Basmati
7038,407.519,191.8609,47.7734,0.9685,94.6629,0.9737,7228,0.5804,4.0161,0.5326,0.4934,0.0273,0.0068,0.2434,0.9777,221.4086,222.8433,240.0647,18.195,18.0154,16.443,-1.0682,-1.2098,-3.2734,6.8344,7.429,17.2685,-3758164736,-3810508800,-4472440832,0.6541,0.0788,0.9414,0.0309,0.0344,0.0645,-0.2622,-0.3102,-3.2734,13.1505,1.9696,17.2688,2542.0593,240.9239,673.5534,226.9196,129.9329,119.2167,16.2868,1.3583,3.9976,-1.4337,-0.0589,0.3714,8.5184,2.3732,2.0316,-3957499904,-1156758784,-957873664,208.701,135.7219,126.0394,15.1927,3.4762,1.1097,-1.3967,-0.4468,0.1283,8.2218,2.0441,2.886,-3296585984,-1274342400,-1081621632,0.7268,0.7512,0.9371,0.1174,0.1257,0.1272,-0.776,-0.5906,-2.2517,5.2299,4.6785,10.7048,2154.6963,2012.4684,505.1907,110.6865,111.4052,120.0103,0.3271,0.0394,0.4706,113.4439,64.968,59.6122,104.3351,67.8592,63.0187,0.3634,0.3756,0.4684,Basmati
7721,421.473,195.978,51.4971,0.9649,99.1498,0.9692,7966,0.4688,3.8056,0.5462,0.5059,0.0254,0.0067,0.256,0.9741,219.2659,220.1672,232.2711,16.3203,16.4183,15.6483,-1.195,-1.2235,-2.7116,9.8444,9.87,16.3388,-4030011392,-4066402560,-4564625408,0.6197,0.06,0.9124,0.1352,0.0286,0.0594,-3.3659,-0.2462,-2.8433,13.6415,2.2106,18.026,2646.0881,174.2657,1105.2595,224.3535,129.2823,121.8205,14.8257,1.2817,3.9511,-1.5094,-0.3282,0.8346,11.5053,3.8753,4.0987,-4230840320,-1255025920,-1102086912,206.047,133.448,126.5782,13.8172,3.5109,0.8297,-1.4078,-0.7959,0.6257,10.8494,3.9828,2.28,-3513103616,-1346970624,-1197755264,0.7008,0.728,0.874,0.1057,0.1133,0.1188,-0.4886,-0.3376,-1.4977,6.4093,5.8762,9.3195,2505.9331,2370.0605,1310.2982,109.7363,110.1863,116.2234,0.3099,0.0299,0.4566,112.2675,64.6391,60.9181,103.1083,66.716,63.2905,0.351,0.3647,0.4377,Basmati
5589,343.029,153.7945,47.6547,0.9508,84.3572,0.9635,5801,0.6191,3.2273,0.5969,0.5485,0.0275,0.0085,0.3009,0.971,206.3468,207.6217,219.4371,13.404,13.4021,13.694,-2.0201,-2.2207,-2.5723,13.331,14.1814,15.6778,-2550206464,-2584618240,-2916060416,0.6514,0.0604,0.8605,0.022,0.0121,0.0537,-8.9339,-0.5541,-2.572,280.9667,4.748,15.6769,2028.0734,116.5955,1201.686,212.9311,129.1823,121.9741,12.437,0.6661,1.2057,-2.3884,0.6838,0.426,15.2708,5.4749,5.3815,-2728746240,-906840896,-798988224,195.1251,133.4953,126.3867,11.5175,1.1608,0.6345,-2.2137,-0.9509,0.809,14.1817,4.9231,3.4026,-2254373376,-975008640,-864107008,0.6122,0.6362,0.7674,0.0805,0.0841,0.0977,-1.1923,-1.1782,-1.5319,9.2527,9.2179,10.0784,1987.5604,1968.7834,1619.7267,103.1751,103.811,109.7171,0.3259,0.0302,0.4303,106.4661,64.5921,60.9884,97.5612,66.7474,63.1935,0.3061,0.3181,0.3837,Jasmine
